time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2,pH,charge_residual,COD_soluble,COD_particulate,COD_liquid_total,COD_gas,COD_total_with_gas,COD_liquid_inventory,COD_gas_inventory,COD_total_inventory,COD_gas_liquid_basis,COD_total_liquid_basis
303.0,0.012588028276618974,0.005098295109112889,0.11005287034407525,0.011138126736230403,0.01314908814230505,0.016682895752175256,0.05614178491174125,2.46015622471399e-07,0.03638014892836385,0.06590867107932102,0.06847390583073833,0.1261883219712575,0.09325984312493837,0.022520862985199227,0.05528597948851595,0.04954323159603258,0.3389290386758689,0.6636183674997597,0.37747997818927137,0.24708916309111004,0.08319013225446158,0.5917255482021677,0.2617273276958673,16.720903992086182,4.952019124160858e-09,0.005367221665046692,4.572620868080053e-08,5.337183899654115e-05,8.193203812454481e-05,0.00014844021361745807,0.0008749161594250333,0.06032481467365658,0.005583856405664445,0.0016228050393685377,0.06685110079136979,1.1089105724369382e-05,1.3709725751681383,0.011862611104206628,7.33983480599448,-6.294218618529968e-13,0.38741980618750294,19.505273464889374,19.892693271076876,1.3709836642738626,21.263676935350738,67635.15712166138,411.2950992821588,68046.45222094354,0.12096914684769376,20.01366241792457
304.0,0.012573480064442602,0.005127038429819673,0.10985693351733859,0.01119689916296698,0.013218711652098713,0.016742410034334625,0.05590407955165385,2.4631869316207644e-07,0.0363795821512443,0.06544301145685007,0.06798590396316428,0.12582808433154882,0.09301845569510367,0.02251844479176234,0.05528356129507906,0.04953960430587725,0.33927919988189104,0.6599385724755038,0.37800122512968043,0.2458632254626329,0.08293900666962778,0.5905197054958189,0.26139951693884805,16.674114920318303,4.698789852015054e-09,0.005371075499439363,4.608190763832403e-08,5.365208724182589e-05,8.236391540279546e-05,0.0001489657564363685,0.00087119398547885,0.059859156921311926,0.005583854535538141,0.0015990952088113638,0.06638680875435292,1.1102911546448583e-05,1.3709642858100621,0.011862613516418995,7.3364695508598174,-4.635996447843738e-13,0.38682746521414135,19.45241543846013,19.839242903674272,1.3709753887216085,21.21021829239588,67453.42587249253,411.2926166164826,67864.71848910901,0.12096841665190664,19.960211320326177
305.0,0.012560072125834027,0.005154081835271166,0.10967625180553792,0.011252166446616156,0.013284185369367561,0.016798245809946263,0.055678053434448975,2.4660264862019395e-07,0.03637906266904074,0.06500062195805001,0.06752243149504734,0.12547491752926448,0.09279346778128306,0.022516190885018255,0.05528130738833497,0.04953622344576113,0.33960241636329946,0.6565143052335292,0.3784837876972528,0.24472230110897092,0.08270510048292722,0.5893955341067838,0.2610933385007843,16.629695780230325,4.458509856247975e-09,0.005374732261960184,4.6424974202689636e-08,5.391557514380806e-05,8.276998559547879e-05,0.00014945868489255558,0.0008676545939855282,0.05941677157805357,0.005583850379996438,0.0015767316637201776,0.06594569983132717,1.111584630512443e-05,1.3709568887500356,0.011862610642409968,7.333248328915756,4.66944191646057e-13,0.38625728362797596,19.40233975322427,19.788597036852245,1.3709680045963408,21.159565041448587,67281.22992529764,411.29040137890223,67692.52032667655,0.12096776511144183,19.909564801963686
306.0,0.012547713970390225,0.005179507926094581,0.10950959682752007,0.011304102916419508,0.01334571535648786,0.016850606043634152,0.05546309577266686,2.4686864217098565e-07,0.03637858639956974,0.06458035535764366,0.06708226295374192,0.12512923116326002,0.09258376685404539,0.022514090120244336,0.05527920662356106,0.049533072298600246,0.33990073986692165,0.6533278206367206,0.378930528325698,0.24366049936615616,0.08248723483933035,0.5883475127319086,0.26080737126349557,16.587526923999675,4.230516955282778e-09,0.00537820203018871,4.675563097119753e-08,5.4163139089999375e-05,8.315153414836046e-05,0.00014992080619882488,0.0008642884374688985,0.05899651102916617,0.005583844328477486,0.0015556320969310857,0.06552663085681083,1.1127962587915076e-05,1.3709502915875882,0.011862603327976699,7.330166077787139,4.952045717931952e-13,0.3857084032446852,19.354898766926357,19.740607170171042,1.370961419550176,21.11156858972122,67118.06437858155,411.28842586505283,67529.35280444661,0.12096718407795672,19.861574354249
307.0,0.012536322529961353,0.005203397584591724,0.10935584550579,0.011352878670205957,0.013403502721835152,0.0168996856178327,0.05525863162554667,2.471177640045694e-07,0.03637814960353939,0.06418111962886898,0.06666423357688404,0.12479136156358865,0.09238831557804336,0.02251213210587692,0.05527724860919364,0.04953013527704914,0.34017606723695626,0.6503626058806704,0.3793440978948299,0.24267233718997225,0.08228431136711223,0.5873704922096509,0.26054028680371466,16.547494717536374,4.0141828292371164e-09,0.005381494366371643,4.707411678416255e-08,5.439559494646008e-05,8.350981529162557e-05,0.0001503538550885095,0.0008610865278976998,0.05859728291033511,0.005583836718533866,0.0015357197393864688,0.06512851383749757,1.1139310097721831e-05,1.3709444103119504,0.011862592333049087,7.3272178195717945,-5.386325066525366e-13,0.38518002254065564,19.309952747689444,19.6951327702301,1.370955549622048,21.06608831985215,66963.45141878234,411.2866648866144,67374.73808366896,0.12096666614312189,19.81609943637322
308.0,0.012525821510095472,0.005225829681048899,0.1092139700931699,0.011398659048612819,0.013457742990961,0.016945671235132777,0.055064119536840025,2.4735104382175735e-07,0.03637774889428098,0.06380187541550497,0.06626723633963764,0.1244615790765515,0.09220614680027013,0.022510307153347075,0.0552754236566638,0.049527397848254356,0.3404301520276198,0.6476032949140844,0.3797269513960856,0.24175271100436446,0.08209530670648071,0.5864596705570002,0.2602908434186147,16.50949124003806,3.808911288352235e-09,0.005384618343775183,4.7380684742048664e-08,5.4613735557397753e-05,8.384604814856e-05,0.000150759492996944,0.0008580403998504096,0.058218047565322506,0.005583827850182466,0.0015169229456810124,0.06475031339395663,1.114993577826626e-05,1.370939170350201,0.011862578306680846,7.324398667177112,4.4703390295053325e-13,0.38467138941773715,19.267369445520846,19.652040834938582,1.3709503202859792,21.02299115522456,66816.93883879117,411.2850960857938,67228.22393487697,0.12096620473111581,19.773007039669697
309.0,0.012516140804055253,0.005246880835072509,0.10908302927759657,0.01144160421665557,0.013508625605328872,0.016988741392821808,0.05487904919189591,2.475694534767555e-07,0.036377381154897,0.06344163360133875,0.06589021912518678,0.12414009474071902,0.09203635884783626,0.022508606230000235,0.055273722733316946,0.0495248464632341,0.340664615250468,0.6450355888026937,0.3800813624288026,0.24089687049041725,0.08191926740821218,0.5856105696755488,0.2600578805286115,16.473413998435717,3.614136629968658e-09,0.005387582571689825,4.767560015671441e-08,5.4818328759553126e-05,8.416141363961836e-05,0.00015113930788531463,0.0008551420739913738,0.05785781561878399,0.005583817982554765,0.0014991748178563966,0.06439104430733038,1.1159883935059064e-05,1.3709345035646092,0.011862561828039998,7.321703831200493,4.4728023368412195e-13,0.38418179478849596,19.22702368729486,19.611205482083356,1.3709456634485442,20.9821511455319,66678.09863908342,411.28369903456326,67089.38233811798,0.12096579383369507,19.73217127591705
310.0,0.012507215986240165,0.005266625188361962,0.10896216056076437,0.01148186877775582,0.013556333458817252,0.01702906636308219,0.05470293961470904,2.4777390938789757e-07,0.03637704363746447,0.06309945321080003,0.06553218228870804,0.12382706616429884,0.09187811141691474,0.02250702091792809,0.05527213742124481,0.04952246849512588,0.3408809547453812,0.6426461863336607,0.38040943582797676,0.24010039574717099,0.08175530548838235,0.5848190150405417,0.2598403137995509,16.439165681318727,3.4293222212911374e-09,0.0053903952169989024,4.7959138438315897e-08,5.501011555239515e-05,8.445705162221836e-05,0.00015149481411475208,0.0008523840289713203,0.0575156458768395,0.005583807333960529,0.0014824128699937789,0.06404976941871426,1.1169196335617272e-05,1.3709303520316454,0.011862543371620744,7.319128627383992,5.390991472675744e-13,0.3837105675254035,19.188797026552606,19.57250759407801,1.370941521227981,20.94344911530599,66546.52581986524,411.28245636839426,66957.80827623364,0.12096542834364538,19.693473022421657
311.0,0.012498987731224027,0.005285134421721677,0.1088505717091632,0.011519601797534928,0.013601042926435013,0.017066808505162366,0.05453533649704877,2.4796527591876566e-07,0.03637673369912885,0.06277443817844358,0.06519217501414942,0.12352260412270362,0.09173062023040329,0.02250554336046141,0.05527065986377813,0.04952025215892587,0.3410805568169917,0.640422695159267,0.3807131234166128,0.23935916795901666,0.08160259268084992,0.5840811093204016,0.25963712869250183,16.406653794514217,3.2539584237151045e-09,0.005393064035767762,4.823158434154499e-08,5.518981022601253e-05,8.473406108928353e-05,0.0001518274552571835,0.0008497591597443634,0.057190642071889994,0.005583796106553587,0.0014665786522946502,0.06372559636185478,1.1177912390064494e-05,1.3709266593191654,0.01186252339063359,7.316668471864366,7.431017606807089e-13,0.3832570693753984,19.152577244173425,19.535834313548825,1.3709378372315555,20.90677215078038,66421.83666606601,411.28135116946663,66833.11801723548,0.12096510328513725,19.656799416833962
312.0,0.012491401542082128,0.005302477390363737,0.1087475367532593,0.011554946246889288,0.013642923190122582,0.017102122072812254,0.05437581153315529,2.48144366851333e-07,0.03637644896430158,0.06246573684217365,0.06486929462331678,0.12322677602498301,0.09159315518792215,0.022504166243642067,0.05526928274695878,0.04951818648369686,0.34126470079320487,0.6383535999678891,0.3809942300710391,0.23866935898142874,0.08146035843467823,0.5833932233169848,0.2594473783634375,16.37579058830338,3.0875621546418228e-09,0.005395596379912388,4.849322860593847e-08,5.5358097716839294e-05,8.499349600282063e-05,0.00015213860244451516,0.0008472607672701448,0.0568819523873703,0.005583784454803349,0.001451617546992924,0.06341767707632386,1.1186069161037426e-05,1.370923373954964,0.011862502328953344,7.314318900251041,5.33141239489332e-13,0.382820691862336,19.118258228894263,19.501078920756598,1.370934560024125,20.872013480780723,66303.66833057243,411.2803680072375,66714.94869857967,0.12096481411977573,19.622043734876375
313.0,0.012484407242223895,0.00531872022441017,0.10865238850112227,0.011588039125748103,0.013682136391042782,0.017135153535741864,0.05422395988946866,2.483119481599761e-07,0.036376187383166884,0.062172538859512565,0.06456268310493113,0.1229396117203945,0.0914650354482475,0.02250288274696465,0.05526799925028138,0.04951626123868073,0.34143456956553214,0.6364281811443749,0.38125442801222326,0.23802740446759016,0.08132788463873644,0.5827519717043403,0.2592701776983857,16.346492711028272,2.9296749195935535e-09,0.005397999227148163,4.874436765661307e-08,5.551563421213098e-05,8.52363662590411e-05,0.00015242955725457982,0.0008448825190124083,0.056588766326970075,0.00558377253254249,0.0014374784319818247,0.0631252046729493,1.1193701593434006e-05,1.3709204575017153,0.011862480393327757,7.312075559185324,1.6807041869348893e-13,0.3824008523252673,19.08573950694363,19.468140359268897,1.3709316512033087,20.839072010472208,66191.67722151426,411.2794953609926,66602.95671687525,0.12096455745911547,19.58910491672801
314.0,0.012477958597738384,0.005333926332849355,0.10856451330108005,0.011619011587696675,0.013718837768218787,0.017166041962381855,0.054079398987638895,2.4846874142749603e-07,0.03637594696202096,0.061894072925457046,0.06427152461695025,0.12266110788314881,0.09134562580695842,0.022501686507093853,0.05526680301041058,0.04951446687887453,0.3415912573779858,0.6346364548680633,0.381495267337962,0.2374299840746243,0.08120450173207941,0.5821541951358277,0.25910469892219246,16.318680959406617,2.7798613915432615e-09,0.005400279202610696,4.898530211249083e-08,5.566304776278303e-05,8.546363857435425e-05,0.00015270155515453444,0.0008426184299659134,0.05631031246374581,0.005583760461711239,0.0014241134261375465,0.0628474111908127,1.1200842564601206e-05,1.3709178686553125,0.011862457899947252,7.309934209134272,9.993594493606928e-13,0.3819969918515152,19.054925901058688,19.436922892910204,1.370929069497877,20.80785196240808,66085.53783589469,411.27872084936314,66496.81655674406,0.1209643296615774,19.557887222571782
315.0,0.01247201309531395,0.00534815620220124,0.10848334768885329,0.011647988537117125,0.01375317518066803,0.017194918840920677,0.05394176723049071,2.486154243581825e-07,0.036375725950574256,0.061629606179376864,0.06399504468295922,0.12239123094186662,0.09123433495463197,0.022500571600414455,0.05526568810373118,0.04951279451885544,0.3417357739130424,0.6329691436371467,0.381718181488001,0.23687401179382903,0.0810895868344542,0.581596951750142,0.2589501695830433,16.292280195746173,2.6377089236544725e-09,0.0054024425862713235,4.921633443813644e-08,5.580093637212735e-05,8.567623353497139e-05,0.00015295576395592952,0.0008404628428410099,0.05604585783323746,0.005583748346139401,0.001411477716212449,0.06258356696674677,1.1207522947157733e-05,1.3709155728659683,0.011862435101474568,7.307890735057666,6.611386785260187e-13,0.38160857228343026,19.025727403923465,19.407335976206895,1.3709267803889156,20.77826275659581,65984.94231910344,411.2780341166747,66396.22035322012,0.1209641276813749,19.52830010388827
316.0,0.012466531509941418,0.005361467638078142,0.10840837240647756,0.011675089148778014,0.01378528972046841,0.017221908753423054,0.053810722258084705,2.4875263489031186e-07,0.03637552271697599,0.06137844084984849,0.06373250656558811,0.12212992178190228,0.09113061084800514,0.02249953249666547,0.05526464899998219,0.04951123586323194,0.34186905382960453,0.631417600557118,0.3819245002285172,0.23635661086975385,0.08098255878918367,0.5810774942576346,0.2588058668421136,16.267218988170544,2.5028255199835635e-09,0.00540449534382049,4.943776908282151e-08,5.592987049348539e-05,8.587502942793829e-05,0.00015319328982858155,0.0008384104008117708,0.05579470457307164,0.00558373627677685,0.0013995292684805076,0.06233297729710761,1.1213771827271103e-05,1.3709135392332807,0.0118624121710078,7.305941135348053,-7.107543720241694e-13,0.3812350746867645,18.998058701752356,19.37929377643912,1.370924753005108,20.75021852944423,65889.598839893,411.2774259015324,66300.87626579453,0.12096394879456836,19.500257725233688
317.0,0.012461477758329708,0.005373915576581484,0.10833911031443655,0.01170042657433567,0.013815315357984454,0.01724712928812502,0.053685940344925874,2.488809720179644e-07,0.036375335747972734,0.06113991403882444,0.06348321092353326,0.12187709790964532,0.09103393961571297,0.022498564047977822,0.05526368055129453,0.04950978319020048,0.3419919594366232,0.6299737906534495,0.3821154531912191,0.23587510767689565,0.08088287698385098,0.5805932646131966,0.25867111623027245,16.243429573759556,2.3748396090769758e-09,0.0054064431301133215,4.964990996133533e-08,5.6050391642619384e-05,8.60608600572005e-05,0.00015341517656688747,0.0008364560381778492,0.05555618971283806,0.005583724325986382,0.0013882287060555728,0.06209498221747769,1.1219616481735132e-05,1.3709117373910586,0.011862389329871109,7.3040815347482715,-4.560926289420841e-13,0.3808759977533088,18.97183910995025,19.352715107703556,1.3709229570075403,20.723638064711096,65799.23136619209,411.2768871022621,66210.50825329435,0.12096379032419473,19.47367889802775
318.0,0.012456818565355927,0.0053855522716729125,0.10827512171543503,0.011724108285054774,0.01384337935070644,0.017270691489026487,0.05356711467911236,2.490009985355383e-07,0.03637516367082931,0.06091339511450065,0.06324649297384133,0.12163265707535759,0.09094384195700658,0.022497661452799002,0.05526277795611573,0.04950842929743225,0.34210528807561363,0.6286302320546727,0.3822921799352947,0.23542701224049234,0.08079003750076283,0.5801418762170463,0.25854528720377584,16.22084757715064,2.253398457354956e-09,0.005408291313315942,4.9853060264963787e-08,5.616301404820318e-05,8.623451730271443e-05,0.00015362240960754714,0.000834594953498281,0.05532968256518214,0.005583712549318505,0.0013775390809728832,0.06186895389286844,1.1225082570929564e-05,1.3709101420257623,0.011862366707468434,7.302308177063588,2.303547977366982e-13,0.3805308561035494,18.946992201041652,19.327523057145203,1.3709213671083333,20.698444424253537,65713.5783942937,411.2764101325,66124.8548044262,0.1209636500389706,19.448486707184173
319.0,0.012452523264973698,0.005396427305414963,0.10821600164099082,0.011746236148897535,0.013869602330260343,0.01729270007804051,0.05345395481584343,2.491132429133083e-07,0.03637500529960712,0.060698284496932355,0.06302172112218779,0.12139647969587039,0.0908598711444259,0.022496820235885694,0.055261936739202405,0.04950716747206228,0.3422097763645895,0.627379963107219,0.3824557356868189,0.2350100073643681,0.08070357097713492,0.5797211040495578,0.25842779071448374,16.199411873571883,2.138167389599242e-09,0.005410044986768691,5.004752131208706e-08,5.6268225033077774e-05,8.639675167939583e-05,0.0001538159180338944,0.0008328226010736213,0.05511458350029692,0.005583700996635438,0.0013674257206261534,0.061654295401561636,1.123019417145807e-05,1.370908732524987,0.011862344397900902,7.300617426818824,-6.33364020952154e-13,0.38019917969314176,18.92344561742763,19.303644797120775,1.3709199627191584,20.67456475983993,65632.39231021063,411.2759888157475,66043.66829902638,0.12096352612227868,19.424608323243053
320.0,0.01244856358778975,0.005406587662650986,0.10816137692435743,0.011766906600707496,0.013894098502467367,0.017313253732216198,0.053346185371179966,2.492182012219745e-07,0.036374859491600214,0.06049401213162115,0.06280829528247354,0.12116843129808996,0.09078161077566675,0.022496036225782775,0.05526115272909949,0.04950599145690791,0.3423061048566271,0.6262165055847175,0.3826070976696426,0.2346219364527784,0.08062304020103739,0.5793288735850246,0.25831807644803684,16.17906442170957,2.028828843398721e-09,0.005411708983376278,5.0233591735372416e-08,5.636648583961145e-05,8.654827359766727e-05,0.00015399657706506326,0.0008311346705787692,0.05491032241823035,0.005583689713390801,0.0013578560713646954,0.06145043921110885,1.1234973886463789e-05,1.370907488190873,0.011862322506014366,7.299005768384638,-7.124864934149322e-13,0.37988051238926057,18.90113084769489,19.28101136008415,1.3709187231647595,20.65193008324891,65555.43862428611,411.27561694942784,65966.71424123553,0.12096341674983171,19.40197477683398
