time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_gas_h2,S_gas_ch4,S_gas_co2,S_co2,S_nh4_ion
12,3.388442980171333,8.37984418902397,5.160297789520765,0.5326531018058487,0.5326531094991448,0.5326530989396436,0.532653131932512,1.0,2.2389160493839607e-18,-1086.6797665918004,0.5359700193246832,0.666346722123946,0.12314348565754396,0.01614196782119911,0.07364643796485,0.03347299287772526,0.4189997601533487,0.41899976208702355,0.4189997560932743,0.4189997560932861,0.4189997560932742,0.41899975609327195,0.4189997560932724,8.924330107281548,0.532653083918443,0.5351377721119984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9007625082694647,1.9972488993435876e-18,0.5593066501147292
13,3.408465467396997,8.69683819539977,5.241764791631271,0.505415044559365,0.5054150524059485,0.5054150416351274,0.5054150752865859,1.0,2.082338353724557e-18,-1150.0726255653512,0.5088215716869979,0.6395591026242411,0.11420104350429934,0.018122070519678117,0.07662949934712981,0.03766590644569941,0.3897010616272736,0.38970106357963236,0.3897010575288856,0.3897010575288975,0.38970105752888556,0.3897010575288833,0.38970105752888373,9.336606497885507,0.5054150263146785,0.5080524837842934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9007684335009517,1.8575844091586322e-18,0.5593125522687243
14,3.361313767702975,8.851954354772117,5.195103361636035,0.4795698483474016,0.4795698563012147,0.4795698453812574,0.4795698794951414,1.0,1.936709820007606e-18,-1210.223766609328,0.48303841888162513,0.6133157688964359,0.10602466079353416,0.011129514899056683,0.059820294116223895,0.022383525002488178,0.3624510844058577,0.3624510863653629,0.3624510802944848,0.3624510802944966,0.3624510802944847,0.36245108029448236,0.3624510802944828,9.51837665943847,0.4795698298515388,0.4823750188225202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9007743813123571,1.7276855572701387e-18,0.5593184769146935
15,3.2917241241171875,8.937744090748367,5.105623242139369,0.455046287024256,0.45504629504354727,0.4550462840297656,0.45504631842963184,1.0,1.801264830233173e-18,-1267.2989746741337,0.45856947245737945,0.587817655078077,0.0985010216419707,0.009280028896805858,0.05466763748071036,0.018626780236091222,0.33710657096534946,0.3371065729222838,0.3371065668635013,0.3371065668635129,0.33710656686350116,0.3371065668634988,0.33710656686349927,9.594319924464923,0.455046268372402,0.458014441634691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9007803511950939,1.6068695365174425e-18,0.5593244235460312
16,3.2312257460290037,8.906594981811061,5.033900287035711,0.4317767767056985,0.4317767847533028,0.43177677369513595,0.4317768082236597,1.0,1.675291265685049e-18,-1321.4555779201673,0.43532151162792915,0.5633684381540432,0.09155009635232711,0.010076773872345854,0.04238902191104305,0.02061203235192649,0.31353428111286075,0.3135342830587268,0.3135342770399952,0.31353427704000647,0.31353427703999504,0.3135342770399927,0.31353427703999315,9.59676183843459,0.431776757982774,0.4349064687201777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9007863432597494,1.4945012501006194e-18,0.5593303922728936
17,3.162118599842122,8.8573511117799,4.945615596378836,0.40969718951599093,0.4096971975590272,0.4096971865005733,0.4096972210181026,1.0,1.5581269161869084e-18,-1372.8427119911123,0.41333479592413613,0.5395712738821177,0.08511204784379175,0.00879369756966659,0.041465042624850325,0.017982481076408506,0.2916102915206826,0.29161029344803535,0.2916102874934393,0.2916102874934505,0.29161028749343915,0.29161028749343687,0.2916102874934373,9.57211990602215,0.40969717079746054,0.41297942429324486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9007923573687571,1.389990107909617e-18,0.5593363829582505
18,3.120978086720817,8.873002670291983,4.906632941718009,0.38874667685971015,0.3887466848693027,0.3887466738495105,0.38874670823310503,1.0,1.4491556407317202e-18,-1421.6021916662773,0.3923801827899873,0.5167574614275877,0.07913962367213605,0.011447185996938376,0.04863420344596567,0.02363124573787905,0.2712193442413289,0.2712193461437602,0.27121934027378786,0.27121934027379874,0.2712193402737877,0.2712193402737855,0.2712193402737859,9.606033836661325,0.3887466582120658,0.39217332084759704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9007983935770293,1.292786603753164e-18,0.5593423956568
19,3.1213884622171832,9.066168470718464,4.942997665819496,0.3688675017304836,0.3688675096817317,0.36886749873495833,0.368867532877604,1.0,1.3478046164234676e-18,-1467.8683043372623,0.37250665127327165,0.49535898604507206,0.07359371015282062,0.015217714800737473,0.06810847172477642,0.03180563339599081,0.252254240778137,0.25225424265000596,0.25225423688183163,0.2522542368818424,0.25225423688183146,0.25225423688182935,0.25225423688182974,9.79989015186784,0.36886748321178725,0.37241101706109386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008044517825476,1.2023798614875783e-18,0.5593484302669213
20,3.1635452490910163,9.368864260485354,5.055272037883921,0.35000487959470306,0.35000488746632696,0.35000487662275387,0.35000491043191356,1.0,1.2535409885028925e-18,-1511.768549019176,0.3536584529184913,0.4750129843567263,0.06844071103205437,0.0190944395213232,0.07959650945810841,0.0402299732437452,0.2346152785252038,0.23461528036155463,0.23461527470939245,0.23461527470940294,0.23461527470939228,0.2346152747093902,0.23461527470939056,10.139384282582421,0.35000486125535835,0.3536443914524975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008105316155137,1.1182946478968083e-18,0.5593544864202556
21,3.170262273911708,9.638671498163458,5.097961843205212,0.33210682741181763,0.3321068351853674,0.33210682447128953,0.332106857866558,1.0,1.165869189059837e-18,-1553.4238265243555,0.33580906909590097,0.45547805615874987,0.06365098059371833,0.015279651714682098,0.07639191773166579,0.03169011010501679,0.21820972661436955,0.21820972841106007,0.21820972288663326,0.21820972288664353,0.2182097228866331,0.21820972288663104,0.21820972288663137,10.409567832349284,0.33210680929564756,0.3358453071849841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008166330714746,1.0400889824464383e-18,0.5593605641123683
22,3.243808793392033,9.949041316690337,5.268480474134495,0.3151240203758508,0.31512402803542044,0.31512401747371493,0.31512405038551056,1.0,1.0843281843959098e-18,-1592.9490993595482,0.31881763708381833,0.4367599043767746,0.05919786768491837,0.02249408408974189,0.08288651126059793,0.04816853007226794,0.2029513384144795,0.20295134016804925,0.2029513347809113,0.20295133478092123,0.20295133478091112,0.20295133478090915,0.20295133478090943,10.750995544917103,0.3151240025208271,0.3189404806875162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008227563866374,9.673516824143406e-19,0.5593666635785458
23,3.294337388294319,10.254997433915532,5.396011425820861,0.29900965598257745,0.2990096635147436,0.29900965312530453,0.2990096854941308,1.0,1.0084893386072103e-18,-1630.4531641559222,0.3027093711301902,0.4187589977690552,0.05505711512448989,0.01978507211679659,0.08346724194572702,0.04229679284571001,0.18875989811908117,0.1887598998265594,0.1887598945843152,0.18875989458432482,0.18875989458431502,0.18875989458431314,0.18875989458431341,11.024432534340404,0.2990096384213094,0.30289826982039475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008289008588071,8.99700456447476e-19,0.5593727841193283
24,3.3837179976872704,10.590930020420757,5.594168990432981,0.2837193250475604,0.2837193324408736,0.2837193222406435,0.28371935401579185,1.0,9.37953878299427e-19,-1666.0394446374673,0.2874005056530588,0.4014828226353671,0.051206467164841084,0.024255569304791953,0.08862600279455841,0.05216131051230767,0.17556079903861993,0.17556080069768312,0.17556079560622323,0.17556079560623267,0.17556079560622306,0.1755607956062212,0.17556079560622148,11.383171341793663,0.2837193078078311,0.2876743701474494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008350667625871,8.367796459922908e-19,0.5593789260082498
25,3.4460952847998274,10.886665507545867,5.741231276037255,0.26921088931999276,0.26921089656486635,0.26921088656820724,0.26921091770698635,1.0,8.723509760312758e-19,-1699.8059588676629,0.27287012187331733,0.38479720033883674,0.047625399970296196,0.021498735919093976,0.08542779173975781,0.04619949183417658,0.16328465138135986,0.16328465299018918,0.163284648053894,0.16328464805390316,0.16328464805389384,0.163284648053892,0.16328464805389228,11.672021553147,0.269210872425236,0.27323165300246843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008412538806327,7.782585144860141e-19,0.5593850890288119
26,3.520685127674556,11.165871772168144,5.912287019347526,0.25544436535491477,0.25544437244328405,0.25544436266209886,0.2554443931288381,1.0,8.113357531895333e-19,-1731.8457586077318,0.259110785592503,0.3687748752647618,0.04429492594269553,0.023398758403120615,0.0855685633298194,0.05061140917338791,0.15186691745986278,0.15186691901719537,0.15186691423913237,0.15186691423914117,0.1518669142391322,0.1518669142391304,0.15186691423913065,11.971525376670073,0.25544434882466827,0.25951499461118027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008474621626844,7.238294671905706e-19,0.5593912731309507
27,3.5541666856466176,11.479952910526977,5.998555734832741,0.24238181432390657,0.24238182124913055,0.2423818116930919,0.24238184145857727,1.0,7.545873622238436e-19,-1762.2471496115654,0.24604244298848296,0.35350659765885767,0.04119744338341016,0.0193946370225768,0.09118895590538237,0.04103854440718822,0.1412475724061337,0.14124757391118745,0.14124756929324744,0.14124756929325608,0.14124756929324728,0.14124756929324553,0.14124756929324578,12.281116455115496,0.24238179817414204,0.24650333374537273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008536915499754,6.732063408161445e-19,0.5593974782561285
28,3.5849095018008486,11.74998422101291,6.077806654899926,0.22998723746034658,0.22998724421699804,0.22998723489371523,0.22998726393446112,1.0,7.01807416041955e-19,-1791.093940137426,0.23361449981678192,0.3388874843583979,0.03831661488502443,0.019750343661215423,0.08744581011369915,0.04176279296220254,0.1313707886111257,0.1313707900635888,0.13137078560663804,0.131370785606646,0.13137078560663787,0.1313707856066362,0.13137078560663645,12.561820093819785,0.2299872217038341,0.23416511430822237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008599418542336,6.261230028043672e-19,0.5594037042168065
29,3.6437042038157097,12.055323668325363,6.212305530013116,0.21822647685128352,0.21822648343521384,0.21822647435065537,0.2182265026485102,1.0,6.52718449558598e-19,-1818.4656203371921,0.22182429266623405,0.32490157278795906,0.035637264710810114,0.02272361064391365,0.09335310299904859,0.04878369247349853,0.12218464223021731,0.12218464363002335,0.12218463933403981,0.1221846393340474,0.12218463933403964,0.12218463933403803,0.12218463933403825,12.840031016576066,0.21822646149793107,0.22245133033817072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008662130575837,5.823319796673556e-19,0.5594099509951791
30,3.7228572600377445,12.299174126083722,6.386227502818494,0.20706712130251062,0.2070671277107491,0.20706711886944154,0.20706714641108134,1.0,6.070623621418075e-19,-1844.4376223110983,0.21063744250821642,0.3113446171289045,0.033145289383838775,0.0247491509748749,0.08749484183304822,0.05356932757330154,0.11364084021103385,0.11364084155830599,0.11364083742249532,0.11364083742250243,0.11364083742249516,0.11364083742249356,0.11364083742249378,13.101432835551666,0.20706710635964867,0.21132958698868484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008725049938725,5.41603067788184e-19,0.55941621842574
31,3.8117555714395435,12.463215537139051,6.5787975081815215,0.19647841701729266,0.19647842324786138,0.1964784146530204,0.1964784414293038,1.0,5.645990946173034e-19,-1869.0815129185949,0.20001710679535883,0.2984784887057799,0.030827578000752576,0.02593380889499123,0.08050194238464807,0.05634940856408935,0.10569446640900866,0.10569446770406297,0.10569446372698142,0.10569446372698814,0.10569446372698124,0.10569446372697974,0.10569446372697995,13.336784164826081,0.1964784024899954,0.20077982084658647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008788175754371,5.037221537373882e-19,0.5594225064211676
32,3.8894171686682233,12.619849180950878,6.748168868296931,0.18643118284281254,0.18643118889456478,0.18643118054815241,0.18643120655365422,1.0,5.251053809035883e-19,-1892.4652008757143,0.1899338368870722,0.286402663594189,0.028671940116142818,0.025136783399212728,0.08134084002439183,0.054450508307844744,0.09830374545597682,0.09830374669935232,0.09830374287899113,0.09830374287899758,0.09830374287899095,0.0983037428789895,0.09830374287898971,13.579086780139097,0.18643116873411578,0.1907719507937693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008851506975705,4.684901009558987e-19,0.5594288148771631
33,3.933095538644747,12.86840562198343,6.8494184147227415,0.176897729850572,0.17689773572305234,0.17689772762580758,0.1768977528584233,1.0,4.883735557913793e-19,-1914.65311830448,0.18035224559627927,0.27482814350376084,0.026667039819814865,0.02216796065648088,0.09261425033342938,0.04754106452265576,0.09142982314033714,0.09142982433282959,0.09142982066667968,0.09142982066668577,0.0914298206666795,0.0914298206666781,0.0914298206666783,13.807427081845422,0.17689771616164338,0.18128743386994592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008915042970757,4.357216865922582e-19,0.5594351437307756
34,3.9699479606425707,13.03419790654164,6.935256882379651,0.16785178502907327,0.16785179072245027,0.16785178287406236,0.1678518073346198,1.0,4.54210501682419e-19,-1935.7064227019675,0.17125708553126864,0.2635304097705065,0.02480233508566648,0.022023688039793494,0.08347633327671497,0.04706150950092285,0.08503656214426271,0.08503656328686826,0.08503655977200572,0.08503655977201159,0.08503655977200554,0.08503655977200417,0.08503655977200437,14.017781616588072,0.1678517717594451,0.17228994433969022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008978782024027,4.052446621387219e-19,0.559441492811123
35,3.995649751183212,13.287997660740764,6.997069318450619,0.15926841887867618,0.15926842439371255,0.15926841679300563,0.15926844048494498,1.0,4.2243661492766613e-19,-1955.683134680412,0.16263873246510302,0.25272089040016893,0.02306802174257607,0.021125951373008964,0.09542025908973235,0.04476671051614135,0.07909035206401925,0.07909035315785758,0.07909034979101962,0.07909034979102517,0.07909034979101943,0.07909034979101812,0.07909034979101831,14.281988394026211,0.15926840602645223,0.16373715214988965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009042723482824,3.768988317444001e-19,0.5594478620531906
36,4.04204677545357,13.459390601144863,7.10329282278586,0.15112397670903485,0.15112398204704142,0.1511239746920932,0.15112399762119863,1.0,3.928847911255889e-19,-1974.638312724794,0.15444945869036877,0.24237303994145415,0.021454981582391428,0.023438431868921552,0.0862140889727602,0.05070564887966545,0.0735599327146303,0.0735599337609073,0.07355993053854826,0.07355993053855343,0.07355993053854808,0.07355993053854679,0.07355993053854697,14.4593686245698,0.1511239642710503,0.15563454928550588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009106866270395,3.505351472251848e-19,0.5594542513497225
37,4.071647677912561,13.644375295360957,7.175475800500696,0.1433960134496728,0.14339601861243972,0.14339601150070272,0.14339603367477,1.0,3.653996834837688e-19,-1992.624185473944,0.14669036711142702,0.23254183821948193,0.019954734222665364,0.021725331661450062,0.08972624881308394,0.046641165695038844,0.06841622979002265,0.06841623079000184,0.06841622770835717,0.06841622770836196,0.068416227708357,0.06841622770835576,0.06841622770835593,14.634214147779344,0.14339600142167885,0.14793244847129614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009171209019873,3.260150466600717e-19,0.559460660564564
38,4.0791133815153335,13.80116537737002,7.204220666517541,0.13606323179421134,0.13606323678390253,0.13606322991221784,0.13606325134077285,1.0,3.3983675061785044e-19,-2009.69031053297,0.1393262020383066,0.22315385833422,0.01855939240802245,0.01978182166259226,0.08728281931308855,0.04232676761543947,0.0636322020146717,0.06363220296970566,0.06363220002483384,0.06363220002483834,0.06363220002483366,0.06363220002483251,0.06363220002483265,14.747490412225574,0.13606322017099948,0.14063039201187394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009235750868643,3.032096052908281e-19,0.5594670896117901
39,4.113351665096294,13.888238045091116,7.284165132502497,0.1291054235076114,0.12910542832674932,0.1291054216914875,0.12910544238557034,1.0,3.16061556568738e-19,-2025.8837525809147,0.1323244418081562,0.2142383860614565,0.017261620478887248,0.022744787622898822,0.08054397483868321,0.04909351362907177,0.05918269898333513,0.059182699894807976,0.059182697082637854,0.059182697082642136,0.059182697082637674,0.0591826970826366,0.05918269708263674,14.854499172262548,0.12910541228315628,0.13370648637807797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009300490977827,2.8199891120083536e-19,0.5594735384078392
40,4.135795811272132,13.985185866833408,7.339689669856973,0.12250341373481259,0.12250341838624705,0.12250341198338703,0.12250343195536213,1.0,2.939490958843402e-19,-2041.2491116284325,0.12567210177066612,0.20560926787889272,0.016054595768353518,0.021379644598466377,0.08292260620420631,0.04592306297502094,0.05504432894129147,0.055044329810596815,0.0550443271269626,0.05504432712696663,0.05504432712696241,0.05504432712696143,0.05504432712696156,14.963765284805064,0.12250340290238353,0.12714655069829087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90093654276552,2.622714634105392e-19,0.5594800067841484
41,4.0605237948146256,13.815277704021625,7.209733642468349,0.11623900815719651,0.11623901264396302,0.11623900646907236,0.1162390257323066,1.0,2.733830903406001e-19,-2055.828695189236,0.11934878015666846,0.19671732533620082,0.014931972712231043,0.011699329616879174,0.0529367911210675,0.024410026897873745,0.05119533581002434,0.05119533663862594,0.05119533407930702,0.05119533407931085,0.051195334079306834,0.05119533407930589,0.05119533407930602,14.812330864840606,0.11623899770948384,0.12094090614362055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009430564185086,2.4392354485818287e-19,0.5594864950678704
42,3.96536692699007,13.731561768016258,7.038494986070778,0.11029494285133207,0.11029494717661227,0.11029494122489959,0.11029495979359133,1.0,2.542554702136918e-19,-2069.6626949023557,0.11337500724545777,0.1884613063173556,0.013887849476676093,0.010344576802787669,0.06499565695580475,0.02100305309066913,0.04761548481208966,0.04761548560151259,0.04761548316226064,0.04761548316226429,0.047615483162260455,0.047615483162259525,0.04761548316225966,14.739670010658022,0.11029493278053641,0.11504918197359001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009495891952787,2.268587592963959e-19,0.5594930024008913
43,3.958625810793678,13.83236414711023,7.036391072009572,0.10465483671181178,0.10465484087904141,0.10465483514549814,0.10465485303476717,1.0,2.3646562808558e-19,-2082.7893143313972,0.10771834605681983,0.18089968878788212,0.01291673692398452,0.018984933338115316,0.08413636817396705,0.04056341523412568,0.04428595609374603,0.04428595684547509,0.04428595452201447,0.04428595452201788,0.04428595452201429,0.04428595452201338,0.04428595452201351,14.835146678702188,0.1046548270096665,0.10943560921238779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009561424158541,2.1098736674887169e-19,0.5594995300980932
44,3.9892356960511206,14.008790241156149,7.10430577822284,0.09930314630688483,0.09930315031974964,0.09930314479923989,0.09930316202499342,1.0,2.199199274946508e-19,-2095.244729151075,0.10231937735388381,0.17392384208547587,0.012013529751099048,0.02180373319363823,0.09124700773403814,0.046818753258625286,0.04118924578585503,0.04118924650129771,0.041189244289353076,0.04118924428935627,0.0411892442893529,0.04118924428935205,0.04118924428935217,14.991050955829255,0.0993031369647475,0.1041103718220793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.900962713784747,1.9622584378142823e-19,0.5595060758729284
45,4.006387607230267,14.215665186586902,7.145169208332668,0.09422512304268009,0.09422512690499664,0.09422512159223155,0.0942251381709022,1.0,2.045314409805372e-19,-2107.063211964271,0.09720267627493703,0.16713941271008273,0.011173479647782352,0.02033189937013868,0.0949082142977553,0.043319111183881695,0.03830907398312034,0.038309074663665406,0.038309072558990374,0.03830907255899336,0.03830907255899021,0.0383090725589894,0.038309072558989514,15.153711642732635,0.09422511405162981,0.09905218870188646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009693042622023,1.8249665159935712e-19,0.5595126406819029
46,3.9737610300997375,14.309322071365978,7.092452907180298,0.08940677251792635,0.08940677623356538,0.08940677112310738,0.08940678707146008,1.0,1.9021925510241512e-19,-2118.2773017304908,0.0923571121966304,0.16029474010145037,0.010392170332588515,0.015497649362680952,0.0828989277333405,0.03275796353982863,0.03563029915803631,0.03563029980508074,0.0356302978034814,0.0356302978034842,0.03563029780348123,0.03563029780348047,0.03563029780348057,15.141321293050437,0.08940676386884366,0.09426093592458057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009759138570183,1.6972761525249424e-19,0.5595192245337798
47,4.023400343170809,14.433656437572997,7.197173419706989,0.08483481595713938,0.08483481953004958,0.08483481461639582,0.08483482995147294,1.0,1.7690807738531093e-19,-2128.917990336657,0.08775558518388528,0.1540233132355375,0.009665494334956724,0.024258318229014406,0.08814541564399771,0.05240760842928986,0.033138838559516236,0.03313883917442073,0.03313883727176908,0.033138837271771686,0.03313883727176891,0.0331388372717682,0.03313883727176829,15.288216319147603,0.08483480764076487,0.08970100265129125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009825427669395,1.5785157328086847e-19,0.5595258276255337
48,4.0352948333819105,14.625596518269873,7.224648158842452,0.08049665361599022,0.08049665705019562,0.08049665232781056,0.08049666706688553,1.0,1.64527883258829e-19,-2139.0145465553173,0.08337545260141202,0.14815741391148896,0.008989631401115132,0.019735368088315112,0.0960377683776313,0.04168242165232626,0.03082159417757424,0.03082159476165128,0.030821592953890014,0.030821592953892463,0.03082159295388985,0.030821592953889202,0.03082159295388928,15.473830585130452,0.08049664562295589,0.08537966876713052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009891900471468,1.4680606261937608e-19,0.5595324490160257
49,3.988428418972065,14.733487792270896,7.139539271933278,0.07638033005794685,0.07638033335745018,0.07638032882071856,0.07638034298111658,1.0,1.5301373800990536e-19,-2148.5947205113403,0.0792764332985864,0.1425849006918603,0.008361028410123783,0.014305819544409858,0.08680685900745279,0.029542031249372634,0.028666383884894668,0.028666384439467535,0.028666382722623833,0.02866638272262612,0.028666382722623673,0.028666382722623052,0.02866638272262313,15.54239816813206,0.07638032237883137,0.08127664624132935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009958560809659,1.3653316027583544e-19,0.5595390890870882
50,3.9959222635663902,14.83621316356648,7.160987221087773,0.07247450120658343,0.07247450437539324,0.07247450001869832,0.07247451361776026,1.0,1.423048023093786e-19,-2157.6850661808307,0.07532675948179374,0.13728214626503343,0.007776380694391721,0.020181708339910037,0.08777344657520522,0.043081307196360163,0.026661877393530438,0.026661877919888406,0.026661876290084142,0.026661876290086275,0.026661876290083982,0.02666187629008341,0.026661876290083486,15.650839555886346,0.07247449383195713,0.07739729104565161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9010025408407515,1.2697859610812406e-19,0.5595457478111834
51,4.020080093874589,14.914767520844515,7.216081864447139,0.06876840308273008,0.06876840612488104,0.06876840194265667,0.06876841499772358,1.0,1.3234493173545373e-19,-2166.3105640531403,0.07158932122130046,0.13216358943265724,0.007232614666419398,0.02128386840849502,0.08550814727348414,0.045782368947941306,0.024797536689742123,0.02479753718911215,0.02479753564256774,0.02479753564256973,0.02479753564256758,0.024797535642567054,0.02479753564256713,15.722094168257291,0.06876839600318513,0.0737104325809472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9010092437930827,1.180922873378557e-19,0.5595524246569682
52,4.076737695122257,14.934806945860515,7.33410171911802,0.06525182214027493,0.06525182505979307,0.06525182104652145,0.06525183357484779,1.0,1.2308173106352185e-19,-2174.4950057366486,0.06804691565360291,0.12732792230449544,0.0067268716604023645,0.024577978590629906,0.07958093125517157,0.05335735400537395,0.02306356063391263,0.02306356110747548,0.02306355964051606,0.02306355964051795,0.0230635596405159,0.023063559640515385,0.02306355964051546,15.797440528507916,0.06525181534645853,0.07019953141072334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9010159651305839,1.0982749557554898e-19,0.5595591198163169
53,4.132022874732599,15.013394820435678,7.448143459224747,0.061915067118908935,0.0619150699197939,0.06191506607001035,0.061915078088714964,1.0,1.1446645727480222e-19,-2182.260924081983,0.06468007590109313,0.122617988272484,0.006256492903734808,0.02441071442639985,0.08694346120199245,0.052784814768606025,0.021450833434389544,0.021450833883285832,0.021450832492343568,0.021450832492345355,0.02145083249234341,0.021450832492342923,0.021450832492342996,15.908696825279742,0.06191506060154552,0.06687290896394442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9010227046655753,1.021407399271101e-19,0.5595658331022805
54,4.162439705689464,15.1202817849987,7.513148835471664,0.05874894233621813,0.05874894502241426,0.058748941330697316,0.05874895285670535,1.0,1.064538000787135e-19,-2189.6297109632233,0.06148025424168342,0.11812319047411342,0.005819005539396094,0.02217907124218533,0.08981366301116131,0.047672896453527264,0.01995087672428834,0.019950877149635088,0.01995087583125086,0.019950875831252535,0.019950875831250704,0.019950875831250246,0.019950875831250315,16.005091626516563,0.05874893608613022,0.0637221942310348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9010294623260954,9.499160138147768e-20,0.5595725644431775
55,4.147314541738227,15.249347131178743,7.487894407652746,0.05574472234551947,0.055744724920898846,0.05574472138187757,0.05574473243186921,1.0,9.900171193566553e-20,-2196.621636453714,0.05847204950336628,0.1138312498383061,0.005412109625732909,0.01791847876975571,0.09270542436094553,0.03782249854590704,0.018555804989360887,0.018555805392256243,0.018555804143082038,0.018555804143083623,0.018555804143081885,0.018555804143081472,0.01855580414308154,16.096609848707768,0.05574471635364997,0.060733725298460065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.901036238035711,8.834257121098663e-20,0.559579313762873
56,4.130729885654064,15.352589540471843,7.458241270089737,0.052894127889614555,0.052894130357978804,0.05289412696635434,0.05289413755673834,1.0,9.207086468530014e-20,-2203.256039200012,0.05559974977500632,0.1097716688380488,0.005033666045289482,0.018177987520651844,0.09024504990477437,0.038207892122181196,0.01725828411259016,0.017258284494103642,0.017258283310905374,0.017258283310906848,0.01725828331090522,0.01725828331090482,0.017258283310904884,16.211585545822373,0.05289412214704824,0.057897298700683456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9010430315706726,8.215856633396956e-20,0.5595860808384885
57,4.153044695027547,15.432053645286256,7.5063687491562545,0.05018930308418756,0.05018930544928262,0.05018930219986339,0.05018931234676969,1.0,8.562482300936169e-20,-2209.5512063426995,0.05286354608440763,0.10597745461027833,0.004681685259119277,0.022021111861704554,0.08834928571740104,0.04728575822445175,0.016051492817565315,0.01605149317871833,0.016051492058376658,0.016051492058378032,0.01605149205837651,0.016051492058376117,0.016051492058376183,16.305886221944345,0.05018929758216746,0.05520626238079544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9010498429515957,7.64070839679539e-20,0.5595928656905597
