time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_gas_h2,S_gas_ch4,S_gas_co2,S_co2,S_nh4_ion
82,4.01856673124457,15.853740037389919,7.318995900878943,0.013511506347639727,0.013511507103716378,0.013511506064683486,0.013511509308790413,1.0,1.3919018577644538e-20,-2294.9143540793784,0.015699472852382188,0.05049640789418328,0.0007644473354893887,0.022870244379082125,0.08802839477308455,0.04922771807843979,0.002620962410191622,0.00262096249540253,0.0026209622314918696,0.0026209622314920713,0.0026209622314918232,0.0026209622314917434,0.002620962231491758,16.342090116551084,0.013511504588505054,0.01877524369239566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9012255527577866,1.2423040407513685e-20,0.5597678911451444
83,3.9936567476889624,15.929210884463222,7.27023454471767,0.01282057411605559,0.012820574836930986,0.012820573846296245,0.012820576939334583,1.0,1.2942046169051529e-20,-2296.5223855713853,0.01502447649887745,0.04954135356608681,0.0007109930992112049,0.016112381570804652,0.09109873034387792,0.0336585702746547,0.0024376907360865235,0.002437690816302921,0.0024376905678395624,0.00243769056783975,0.002437690567839517,0.002437690567839442,0.002437690567839456,16.385817385670908,0.012820572438844133,0.01808555723121724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9012327837157181,1.1551163688556593e-20,0.5597750939400621
84,3.9951977090571487,15.920155971683302,7.270468540750376,0.012164973795976676,0.012164974483206957,0.012164973538826389,0.012164976487480009,1.0,1.2033353413910535e-20,-2298.0482305884657,0.014353837148016338,0.048622064357582026,0.0006612766683297128,0.019420509076020505,0.08165931109809167,0.04089783761948803,0.002267234395156371,0.0022672344706608036,0.002267234236775546,0.00226723423677572,0.002267234236775501,0.002267234236775433,0.002267234236775445,16.455156395888473,0.012164972197062794,0.01743087195036114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9012400290400809,1.0740215291953902e-20,0.5597823110454573
85,3.980237657553507,16.055245812021603,7.240069138072999,0.011542898634285807,0.011542899289365317,0.011542898389182155,0.011542901199867086,1.0,1.1188475554006164e-20,-2299.496026308145,0.013742862099580146,0.047819002269580885,0.0006150366755491208,0.017325066855452216,0.09896084889977605,0.03645772006789455,0.002108697270938708,0.002108697341998046,0.0021086971218676294,0.00210869712186779,0.0021086971218675864,0.0021086971218675222,0.002108697121867534,16.504786298560028,0.011542897110189583,0.01679971197925225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9012472886527055,9.986211421341417e-21,0.5597895423834642
86,3.992709373947842,16.16666799134372,7.263692158252512,0.010952634269040711,0.010952634893403345,0.01095263403544397,0.010952636714316798,1.0,1.0402648487773355e-20,-2300.869814765077,0.013136202420798075,0.046920659345434455,0.0005720300297694516,0.020319151324112168,0.09512148179239945,0.043217964534060425,0.001961245908214146,0.0019612459750811256,0.0019612457679259376,0.001961245767926085,0.0019612457679258977,0.0019612457679258374,0.001961245767925849,16.565077967790415,0.010952632816422971,0.01621079024041709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9012545624425491,9.284901450419828e-21,0.5597967878434731
87,4.042646403589404,16.237900197881643,7.36021039223678,0.010392554004903997,0.010392554599926804,0.010392553782300577,0.010392556335267342,1.0,9.671926798332749e-21,-2302.173367201127,0.012566391684405744,0.045994175856011246,0.000532030638117433,0.02387159155305262,0.0916185248929896,0.05134959986096528,0.0018241051313999687,0.0018241051943121186,0.0018241049993944318,0.0018241049993945695,0.001824104999394393,0.0018241049993943355,0.0018241049993943466,16.65345842086874,0.01039255262056261,0.0156457567197972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9012618502840112,8.632764930163364e-21,0.5598040473003727
88,4.052480444833574,16.237529430457965,7.3802989744637335,0.009861114330173894,0.009861114897176977,0.009861114118071586,0.009861116550794115,1.0,8.992397111213205e-21,-2303.4102430214643,0.01202154979897868,0.04522408442959813,0.0004948282173397769,0.019669783768302765,0.08430207996681144,0.04192279678393219,0.0016965539693240472,0.001696554028506064,0.0016965538451280003,0.0016965538451281259,0.0016965538451279626,0.0016965538451279114,0.0016965538451279214,16.628743888166127,0.009861113011039162,0.015117027988951513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9012691520482009,8.026310177717819e-21,0.5598113206257735
89,4.081718603773671,16.324855840596307,7.436373659041567,0.009356850663058096,0.009356851203305833,0.009356850460983255,0.00935685277888731,1.0,8.360487587394094e-21,-2304.583878427436,0.011502285846963637,0.04456018215847618,0.00046022718831017795,0.022143607103880667,0.09499845268630332,0.04736411103345078,0.0015779218649641872,0.0015779219206293812,0.0015779217481308046,0.001577921748130922,0.0015779217481307695,0.001577921748130722,0.0015779217481307313,16.716206190143076,0.009356849406187737,0.01461587689391126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9012764675807518,7.462350127715644e-21,0.5598186076659109
90,4.089633943695057,16.333601760307545,7.450066912228316,0.00887837331546788,0.008878373830171938,0.008878373122966644,0.008878375331251593,1.0,7.772920263021223e-21,-2305.697486930939,0.011015954312080346,0.04382060409459545,0.0004280456478383228,0.019888981838105543,0.08549076061444344,0.042048702466891734,0.0014675851502233398,0.0014675852025733715,0.0014675850403299887,0.001467585040330097,0.0014675850403299564,0.001467585040329912,0.0014675850403299208,16.760492088250082,0.00887837211804243,0.014138027312077042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9012837967553522,6.93795993211676e-21,0.559825908294965
91,4.082901592560691,16.381139294735846,7.434414689655029,0.008424363663209967,0.00842436415353016,0.008424363479846039,0.00842436558349133,1.0,7.226549798538399e-21,-2306.7541463221987,0.010553799275467672,0.04306338974148297,0.00039811441237546887,0.01868463554242718,0.09099882519581184,0.03919516124428863,0.0013649637672041785,0.001364963816430342,0.0013649636638519967,0.0013649636638520958,0.0013649636638519665,0.0013649636638519247,0.0013649636638519333,16.83271485290109,0.0084243625225287,0.013683688061820883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9012911394349068,6.4503330823550095e-21,0.5598332223763745
92,4.076250527230287,16.37283057653704,7.424357254092901,0.007993570512022373,0.007993570979069317,0.007993570337377581,0.007993572341151759,1.0,6.718693387192346e-21,-2307.7567385302723,0.010145673652054125,0.04223544261050329,0.0003702761285892522,0.018747240355884737,0.08428846357028805,0.04007169564765825,0.0012695182187526107,0.00126951826503586,0.0012695181215647625,0.0012695181215648524,0.0012695181215647336,0.001269518121564695,0.0012695181215647033,16.785056796516958,0.007993569425498946,0.013253119523422837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.901298495498167,5.9970757095097016e-21,0.559840549789363
93,4.0355605939686745,16.313143629789643,7.347536542013299,0.007584806649437993,0.0075848070942745385,0.007584806483111383,0.0075848083915790974,1.0,6.2462499836055426e-21,-2308.7080784713007,0.00972487926305482,0.04148391245945963,0.0003443844461318432,0.015228621775238073,0.07913240736490071,0.0319259465467778,0.001180746732233494,0.0011807467757450612,0.0011807466408542248,0.0011807466408543087,0.0011807466408541975,0.001180746640854163,0.001180746640854171,16.688606548803318,0.007584805614596441,0.012849775413630493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90130586487885,5.575420865121694e-21,0.5598478904679055
94,3.972082165346066,16.17720119558709,7.230401332197289,0.007196945572974809,0.0071969459966174775,0.007196945414581112,0.007196947232110345,1.0,5.80714985893901e-21,-2309.6107082502294,0.009356321077729384,0.04045859577327049,0.00032030324825255005,0.013047722035617354,0.07066755265742922,0.027505619462730578,0.0010981826216308849,0.0010981826625330844,0.0010981825357247695,0.001098182535724848,0.0010981825357247437,0.0010981825357247112,0.001098182535724719,16.493454306599265,0.007196944587445402,0.012485763916040987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013132473567925,5.183521544975071e-21,0.5598552441926969
95,3.867229534807357,15.794886148662021,7.037273514531436,0.006828918385634428,0.006828918789055223,0.006828918234804066,0.006828919965573119,1.0,5.3985410387714355e-21,-2310.46719952228,0.00895719011984461,0.03909408075012619,0.00029790593621011665,0.008686773361779724,0.04290115978790612,0.0181834642008785,0.001021391834104846,0.0010213918725513252,0.0010213917533556422,0.0010213917533557144,0.001021391753355618,0.0010213917533555903,0.0010213917533555977,16.115973755332558,0.006828917447150108,0.01215610506584594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013206430942733,4.81883309373429e-21,0.5598626111253833
96,3.835975296054384,15.718918001072934,6.979563278881197,0.0064797108501558065,0.006479711234285291,0.006479710706536355,0.006479712354543372,1.0,5.018807082832329e-21,-2311.27991074489,0.008609405201572946,0.038273746259376434,0.00027707476372272285,0.01618367871384126,0.07837743030947394,0.034208513834361555,0.0009499706681066571,0.0009499707042420233,0.0009499705922152577,0.0009499705922153261,0.0009499705922152363,0.0009499705922152102,0.0009499705922152171,16.046297954622897,0.00647970995654758,0.01181688298061621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013280531017609,4.479912912734655e-21,0.5598699922724981
97,3.8251704664003126,15.712167520060536,6.956593968118956,0.006148360593903443,0.006148360959633427,0.006148360457160527,0.006148362026232915,1.0,4.66556215941102e-21,-2312.0510906673603,0.008254345058000438,0.037564049710205195,0.00025770021795682097,0.017314216986091945,0.08202282508411506,0.03628064865057151,0.0008835436510544992,0.0008835436850141812,0.0008835435797371116,0.0008835435797371749,0.0008835435797370909,0.0008835435797370669,0.000883543579737073,16.04917383535947,0.006148359743095729,0.011500119326830534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013354741058275,4.164632271238728e-21,0.5598773843733624
98,3.7880481800039467,15.727419757028898,6.883720141441122,0.00583395445668617,0.0058339548048695605,0.0058339543264999474,0.005833955820298017,1.0,4.337539994118597e-21,-2312.782769563466,0.007980854431862087,0.03706558655926381,0.0002396804438004766,0.014460191609719624,0.08411901706651577,0.029953856124293687,0.0008217615654111316,0.0008217615973230294,0.0008217614983999194,0.0008217614983999787,0.0008217614983998998,0.0008217614983998773,0.000821761498399883,16.06107851870248,0.005833953646694008,0.011188565287820144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013429077297801,3.871861070918911e-21,0.5598847890449611
99,3.8021824708576615,15.718424576967662,6.9121416050815405,0.005535625974201822,0.005535626305654233,0.005535625850266922,0.005535627272290487,1.0,4.0322851926527566e-21,-2313.4771070186434,0.007680345081230283,0.03667121400926045,0.00022292070839460617,0.0198005633613899,0.08117487352743084,0.04231197841356783,0.0007642996127927543,0.0007642996427773582,0.0007642995498347772,0.000764299549834831,0.000764299549834759,0.0007642995498347384,0.000764299549834744,16.066702934466967,0.00553562520312736,0.010882480471143067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013503540004348,3.599408534682053e-21,0.5598922063140057
100,3.8498079897990016,15.811229548862642,7.003514154441999,0.005252552990169103,0.005252553305671239,0.005252552872195804,0.005252554225791329,1.0,3.748440578428522e-21,-2314.135959663934,0.007391005061216207,0.036349487018556705,0.00020733290310706953,0.02270407768486727,0.0929486466274033,0.04868204848066338,0.000710855706451947,0.0007108557346220814,0.0007108556473077263,0.0007108556473077757,0.0007108556473077086,0.0007108556473076894,0.0007108556473076946,16.174732830742336,0.005252552256198284,0.010587760517718293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013578123843701,3.3460633215904757e-21,0.5598996356491523
101,3.8777598147324928,15.833993185924868,7.057331547324735,0.004983955390567233,0.004983955690865157,0.0049839552782786015,0.004983956566644345,1.0,3.484424894848254e-21,-2314.761116757623,0.007100145576580975,0.03615739055092695,0.00019283508033137264,0.020610317936134843,0.08429912101669007,0.04406153346149008,0.000661148883157417,0.0006611489096194961,0.0006611488276010691,0.0006611488276011144,0.000661148827601052,0.000661148827601034,0.000661148827601039,16.209006598077924,0.0049839546919663354,0.010322408875519346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013652829053072,3.110414491240604e-21,0.5599070770740298
102,3.9010644225862428,15.811094200240667,7.102608524821512,0.004729092953738146,0.004729093239544326,0.004729092846868902,0.004729094073060077,1.0,3.239020232808418e-21,-2315.354298554443,0.006833557336023796,0.035839977306626594,0.00017935102267487523,0.020500537865842428,0.0801861615253632,0.04386866955687059,0.0006149178261255418,0.0006149178509801933,0.0006149177739443912,0.0006149177739444332,0.0006149177739443754,0.0006149177739443586,0.0006149177739443632,16.22403413379445,0.0047290922888508155,0.010066898764562297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013727654385167,2.8913751923438426e-21,0.5599145304643945
103,3.935068447461615,15.87263750588649,7.167306674854572,0.004487263310428094,0.004487263582423169,0.004487263208724767,0.004487264375660108,1.0,3.010883995674854e-21,-2315.9171536546683,0.006583889844818294,0.03554687036731355,0.00016680984227166853,0.021744192993469528,0.09007902697006083,0.046485032181326505,0.000571919491236617,0.0005719195145787553,0.0005719194422301588,0.0005719194422301979,0.0005719194422301439,0.0005719194422301279,0.0005719194422301326,16.3005603645042,0.004487262677671879,0.00981905904375236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013802598832088,2.687747405960978e-21,0.5599219957198491
104,3.9360902139078395,16.009406230792823,7.165156689188119,0.004257800008144928,0.004257800266978841,0.00425779991136485,0.0042578010218322845,1.0,2.798765688049936e-21,-2316.4512186813718,0.00634427862816089,0.03538371202694932,0.00015514560811364143,0.0184657551597659,0.09793483998006525,0.038597825777946036,0.0005319278293122248,0.0005319278512315617,0.0005319277832916177,0.0005319277832916536,0.0005319277832916036,0.0005319277832915891,0.0005319277832915937,16.405042793094957,0.0042577994060082015,0.009583332736371747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013877661145216,2.4984152132912106e-21,0.5599294727160181
105,3.905761880879809,16.143504023446756,7.10216497351719,0.004040070674497575,0.004040070920790477,0.004040070582407918,0.0040400716390693835,1.0,2.601559897403381e-21,-2316.9579517497405,0.006116804534362517,0.035138942862374574,0.00014429699944052673,0.015634588980865286,0.09758943020565117,0.032161243495388396,0.0004947325977381637,0.0004947326183197057,0.0004947325545258615,0.0004947325545258955,0.0004947325545258482,0.0004947325545258347,0.0004947325545258388,16.508847005093827,0.004040070101536737,0.009370055301602306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013952839552631,2.3223921520450384e-21,0.5599369612763995
106,3.906847401959088,16.19493411578008,7.10407057682089,0.0038334752744562284,0.00383347550880024,0.003833475186834733,0.003833476192231766,1.0,2.418242066813713e-21,-2317.4387869718175,0.005903877910904127,0.03488076598666564,0.0001342069833667791,0.0189632447247693,0.08900235463084809,0.04023663394886983,0.0004601382551858682,0.00046013827450967987,0.0004601382146145618,0.0004601382146145929,0.000460138214614549,0.0004601382146145364,0.0004601382146145402,16.523562666456687,0.003833474729292968,0.009161625434253614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014028133265125,2.1587639281466006e-21,0.5599444613223802
107,3.935311778914342,16.283582341299002,7.158447702752416,0.003637444456730417,0.003637444679691285,0.0036374443733659233,0.0036374453299251592,1.0,2.2478211919635664e-21,-2317.8950484700613,0.0057021419604665734,0.03471620855137566,0.00012482251505050782,0.02139093667450539,0.09441522154240727,0.04565654718439889,0.0004279629336200055,0.000427962951761128,0.0004279628955316877,0.00042796289553171643,0.0004279628955316755,0.0004279628955316635,0.00042796289553166704,16.597311050920226,0.0036374439380489933,0.00895914264308045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014103539700213,2.0066461852276652e-21,0.5599519725967171
108,3.975921866407037,16.352333417050964,7.235247087951526,0.0034514379847076482,0.003451438196825559,0.0034514379053989536,0.0034514388154369352,1.0,2.089410008581009e-21,-2318.3279861731326,0.005513586907379397,0.03463791406256516,0.00011609425882818292,0.02246726181137549,0.09212347394286632,0.04808864615475976,0.0003980374821883079,0.0003980374992172757,0.0003980374464339702,0.00039803744643399677,0.00039803744643395877,0.00039803744643394755,0.0003980374464339508,16.69180276255538,0.0034514374912521318,0.008761910735870663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014179057825634,1.865247121964814e-21,0.5599594949965865
109,4.023078841360367,16.374276565689616,7.327289641087989,0.003274943247628153,0.0032749434494186557,0.0032749431721833372,0.003274944037910826,1.0,1.9421169356321363e-21,-2318.738786899007,0.005330157680157935,0.034493204207336925,0.00010797632884908949,0.02328994970393572,0.0874108322420946,0.05012321134765739,0.0003702045779683499,0.00037020459395155396,0.00037020454440762224,0.000370204544407647,0.0003702045444076113,0.00037020454440760104,0.00037020454440760397,16.74815502057285,0.003274942778199968,0.008580731890011538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014254686499853,1.733771094589586e-21,0.5599670284082792
110,4.091689924635556,16.38341323933276,7.46133272975683,0.0031074738478933444,0.003107474039848486,0.0031074737761294245,0.00310747459965606,1.0,1.805290480970817e-21,-2319.1285882780694,0.005171066526860575,0.03423398866674818,0.0001004260478460093,0.025636905474141394,0.08656654494811299,0.055483115717407876,0.0003443178988957563,0.0003443179138956628,0.0003443178673964033,0.00034431786739642635,0.00034431786739639274,0.00034431786739638336,0.000344317867396386,16.826171549370294,0.003107473401348828,0.008395195353263753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014330424449233,1.6116366782021263e-21,0.5599745727049276
111,4.104860003483784,16.432102013947972,7.483367628271834,0.0029485682606145112,0.0029485684432035038,0.0029485681923564645,0.0029485689756948443,1.0,1.6779750997855717e-21,-2319.49844025303,0.005001311408316696,0.033997161863000835,9.340372277394478e-05,0.020105977631877877,0.09127170678160842,0.04232554570882183,0.0003202413545252838,0.0003202413686008785,0.00032024132496296547,0.00032024132496298694,0.0003202413249629556,0.00032024132496294677,0.00032024132496294926,16.916775966248075,0.0029485678358624695,0.008234684586990736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014406270843066,1.4979911831847786e-21,0.5599821278037846
112,4.107270509870171,16.518522961987614,7.484337440251328,0.00279778856170734,0.0027977887353774836,0.0027977884967874986,0.0027977892418571937,1.0,1.5596699539997997e-21,-2319.849374001517,0.004847212003238034,0.03375120991753143,8.687243613737519e-05,0.01965882685290838,0.09535393118099152,0.04135704788786251,0.00029784837058150014,0.00029784838378862455,0.0002978483428394589,0.0002978483428394788,0.00029784834283944946,0.0002978483428394411,0.00029784834283944344,17.026441799385346,0.0027977881577068067,0.008077947920679826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014482222640328,1.3923875577308464e-21,0.559989693401932
113,4.097120490934407,16.4904262008586,7.465244257576321,0.0026547192210275867,0.0026547193862054602,0.002654719159285889,0.0026547198679177605,1.0,1.4497194693812845e-21,-2320.1823535132644,0.004704340966496942,0.0334038353088617,8.079785190903311e-05,0.01840173085349495,0.08239638652449852,0.03907092991891488,0.000277021223537817,0.00027702123592907203,0.00027702119750619794,0.0002770211975062164,0.0002770211975061888,0.0002770211975061811,0.0002770211975061833,17.00757808439367,0.0026547188367856793,0.007929912351706543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014558279502092,1.2942408076967387e-21,0.5599972694656096
114,4.110868424030043,16.49435618324995,7.492355773538038,0.002518965957221485,0.0025189661143139542,0.002518965898505412,0.0025189665724455143,1.0,1.3474751762760856e-21,-2320.4983156087783,0.004562430650822968,0.03323299147145537,7.51480350198729e-05,0.02091875380423486,0.08723805100286848,0.04472174298298567,0.0002576504217247392,0.0002576504333495763,0.0002576503973001173,0.00025765039730013447,0.0002576503973001089,0.0002576503973001018,0.00025765039730010395,17.0244493960623,0.0025189655917913357,0.007793958942215271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014634439936374,1.2029722054052163e-21,0.5600048558461997
115,4.084122244644865,16.434606265523193,7.444429543662169,0.0023901546511354865,0.0023901548005305384,0.002390154595299557,0.0023901552362130102,1.0,1.252715008476108e-21,-2320.7980538363945,0.004473179313754158,0.03280237377143206,6.989328347126328e-05,0.016601255276902774,0.07950338925678546,0.035309777228310156,0.00023963412971439265,0.00023963414061936998,0.0002396341067994362,0.00023963410679945222,0.0002396341067994281,0.00023963410679942173,0.00023963410679942362,16.93723575958184,0.0023901543036140734,0.0076679023405635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014710702811942,1.1183835320774479e-21,0.5600124524310196
116,4.1074047797912545,16.492911399339665,7.4892489665438005,0.0022679303147900443,0.0022679304568576242,0.0022679302616955563,0.0022679308711700185,1.0,1.1643479611817396e-21,-2321.0825346537194,0.004341546350394879,0.03255128196793769,6.500597218678686e-05,0.022046773990335482,0.09336528684484566,0.0471248349693067,0.00022287763295528653,0.0002228776431842154,0.00022287761145842178,0.000222877611458437,0.0002228776114584142,0.00022287761145840842,0.0002228776114584101,17.01003116349098,0.002267929984316408,0.007546575971062247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014787067541238,1.039501253314944e-21,0.5600200591615425
117,4.128881885108535,16.55333596877202,7.530884284214913,0.002151956113076913,0.002151956248169858,0.002151956062591953,0.002151956642141136,1.0,1.082212414848493e-21,-2321.352466409104,0.004217253229904515,0.032433492853136646,6.046040778276064e-05,0.021399507190688005,0.09245887742174592,0.04574229498653642,0.00020729283984278782,0.00020729284943674423,0.0002072928196777383,0.00020729281967775252,0.00020729281967773105,0.00020729281967772568,0.00020729281967772734,17.066618012327293,0.0021519557988302694,0.007432227313033098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014863529266157,9.66180911365711e-22,0.56002767555385
118,4.133168968442955,16.570756954827843,7.538353239882479,0.00204191243548341,0.0020419125639379487,0.0020419123874820685,0.0020419129385488037,1.0,1.0058524820033923e-21,-2321.6085904820825,0.004096640132479531,0.03221721963283714,5.6232693493971206e-05,0.019831267415241494,0.08806183206888252,0.04205567642417186,0.0001927978186070227,0.00019279782760469891,0.0001927977996926954,0.00019279779969270843,0.00019279779969268854,0.00019279779969268366,0.00019279779969268523,17.087742540675297,0.002041912136681339,0.0073251291843801775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9014940088749238,8.980157464699829e-22,0.5600353016838989
119,4.1154402710355305,16.593171167024323,7.501742219883337,0.0019374960152854456,0.0019374961374220047,0.0019374959696475775,0.0019374964936069608,1.0,9.349054932828084e-22,-2321.851609946453,0.003987059837465052,0.03200768911662881,5.230060354452397e-05,0.017787423116468096,0.08923035117021104,0.03722937551442087,0.00017931636658454435,0.00017931637502240351,0.00017931634884474777,0.00017931634884476,0.00017931634884474137,0.0001793163488447369,0.0001793163488447383,17.1223510995897,0.0019374957311822615,0.00721857849505055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9015016744507465,8.346820752677633e-22,0.5600429374039656
120,4.119153036208753,16.57541896287336,7.509328041014529,0.0018384190937821912,0.001838419209906123,0.0018384190503932803,0.001838419548555825,1.0,8.689760087267103e-22,-2322.0822074729012,0.003885483772101826,0.03192647753694262,4.864346630335676e-05,0.020079131915786048,0.0846572481263292,0.04281344001648018,0.0001667776096087435,0.0001667776175210727,0.00016677759297182193,0.00016677759297183326,0.00016677759297181575,0.00016677759297181155,0.00016677759297181288,17.126927859168493,0.0018384188236671994,0.007117261528285753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9015093495150144,7.758269899958892e-22,0.5600505825755219
121,4.1308730567164575,16.60793512777079,7.532489961919464,0.0017444086272686815,0.0017444087376710402,0.001744408586019773,0.0017444090596343577,1.0,8.0762746791504465e-22,-2322.301017126211,0.0037763814370829086,0.031846099303305155,4.52420556101425e-05,0.020665958785651084,0.09072247152848474,0.04412048676760703,0.00015511562941290073,0.0001551156368318682,0.0001551156138114147,0.00015511561381142491,0.0001551156138114089,0.00015511561381140494,0.00015511561381140616,17.142473611421583,0.0017444083704646618,0.00703210157834005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9015170338754797,7.21060861535892e-22,0.560058237007069
122,4.1380736066960955,16.675273174439752,7.545740302246653,0.001655205534561346,0.0016552056395194783,0.00165520549534862,0.0016552059456052667,1.0,7.506866268515277e-22,-2322.508636159174,0.003687493668927944,0.03168027557093975,4.2078489700262585e-05,0.02018212951812939,0.09421287279686692,0.04293754183946829,0.00014426911708710982,0.0001442691240429671,0.00014426910245764882,0.00014426910245765817,0.0001442691024576434,0.0001442691024576397,0.0001442691024576408,17.17430773523221,0.001655205290423002,0.0069369686410997175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9015247274116411,6.702290332692214e-22,0.5600659005785746
123,4.155467417982454,16.68286678952816,7.580670900640632,0.0015705639830023506,0.0015705640827804906,0.0015705639457269098,0.0015705643737593932,1.0,6.977067772190066e-22,-2322.705643929422,0.003592309250212219,0.03168418733511666,3.91361371974854e-05,0.02131561283815438,0.087458984148133,0.04574315304181081,0.00013418105076751818,0.00013418105728869577,0.00013418103705046858,0.0001341810370504772,0.00013418103705046348,0.00013418103705046004,0.0001341810370504611,17.18000251745584,0.0015705637509148814,0.006856196807579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9015324299880811,6.2293287459231475e-22,0.5600735731551492
124,4.197655128630073,16.761929627606154,7.661054830757081,0.0014902507109753199,0.001490250805825244,0.0014902506755430653,0.0014902510824315275,1.0,6.485466585405305e-22,-2322.8925889272664,0.0035177457848117504,0.031628829150912294,3.639952968013995e-05,0.02379860622590186,0.09633638707047155,0.05108322861267256,0.00012479839586323872,0.00012479840197641406,0.00012479838300251893,0.00012479838300252693,0.00012479838300251422,0.00012479838300251107,0.00012479838300251213,17.276487811931553,0.0014902504903530395,0.006761903187183376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9015401414700641,5.790462534302577e-22,0.5600812546025816
125,4.186481910346688,16.791193365167832,7.638535087220256,0.0014140443850652951,0.0014140444752268047,0.001414044351386503,0.0014140447381598433,1.0,6.028555190486314e-22,-2323.069949786649,0.003447149447147117,0.03159955648067356,3.3854280361127975e-05,0.01835305384879899,0.09021403650570795,0.038685409870807076,0.00011607182624483334,0.00011607183197511686,0.00011607181418776326,0.00011607181418777083,0.00011607181418775883,0.00011607181418775588,0.00011607181418775685,17.32273668886468,0.0014140441753502735,0.006678005869129522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9015478617551881,5.382561693943617e-22,0.5600889448188684
126,4.141525316874049,16.760791300946106,7.550734314742229,0.0013417349900912048,0.0013417350757925688,0.0013417349580801608,0.0013417353257181663,1.0,5.603479499492418e-22,-2323.2382301882935,0.003371830416013441,0.031499942276161735,3.1487008454260524e-05,0.015437834851139549,0.08431742288710009,0.03208394319779996,0.00010795546492889125,0.0001079554702999825,0.00010795545362608345,0.00010795545362609054,0.00010795545362607928,0.00010795545362607647,0.00010795545362607741,17.29486901134254,0.00134173479075209,0.006605678953089864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90155559057631,5.003078582747851e-22,0.5600966435379074
