time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,Q,T (C),S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
94,0.004791438393857021,0.016262041519652333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008393508243386145,0.0015424785035836146,0.013480130182625406,0.0,1.6621727311446355,8.211304737191805,3.479619962260591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.110739957164979,0.0,0.006039158431535396,367.96236466660486,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0010216299517434061,0.03583435455581391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008507818447132104,0.002148103405525427,0.022778281489956125,0.0,3.098755994559141,15.009493061534505,6.550409088253599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.752775078905762,0.0,0.005522453544319125,222.2304755253817,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0030934071988873856,0.02846586477377397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079281858201292,0.001658510491142323,0.024140573237536905,0.0,3.315698408209131,15.707571900835509,6.948129380409935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.102010640150144,0.0,0.005622432449639302,179.00486854688089,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0008656720655565624,0.023398628742806293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009172202329822,0.002899215779316615,0.027579543888969136,0.0,2.7681989708714796,16.109606443972826,5.734354787393197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.28150788887511,0.0,0.005407546320920386,180.6246408466022,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.03339535285985393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00808500548681624,0.0020978131204054166,0.029133213742156366,0.0,3.791311650890187,15.544089583348287,8.101944919970661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.170505266923595,0.0,0.005202938229341865,192.5192103820498,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0039275644582635,0.04299208108068254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00790906249919452,0.0020161869612112812,0.030174784159754844,0.0,4.347945594940766,17.801374184453927,9.323130746861755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.178939878545524,0.0,0.005119075961854979,173.48251955723228,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0070767793509053855,0.035623036136170856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00786763322975574,0.0016975230121808124,0.03240265200880896,0.0,3.9467276346866984,16.144239538423204,8.437696756351091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.844619622188517,0.0,0.005398686794399791,191.33558303403592,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.007958931361009969,0.03458430762949177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007981738876044354,0.0018816938430028334,0.029773098021116,0.0,3.9255891192038015,15.355009664815256,8.400511253789155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.50244970726383,0.0,0.00532579483831276,198.96747360315217,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.005824455426881594,0.03784419828150027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007933934370458239,0.001946369486471573,0.029943247512171294,0.0,4.164322850184986,17.24997143710971,8.902852071227015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.720166074982462,0.0,0.005220277189872239,184.65541525700414,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0009980510090554166,0.03520283480616478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007847417893629074,0.0018936920792627084,0.03220310416781252,0.0,3.5364013676880623,18.755404464767153,7.392148946379817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.343448083760645,0.0,0.005209307137865375,158.95073119160045,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.03257246653606776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008046438492915125,0.001891737845445,0.030454665992327698,0.0,2.9935040754633744,18.690178007386123,6.1578138834602045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.434800337420615,0.0,0.005412598051533907,152.994298317171,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0005075397833952084,0.0346271622795856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007987009725935698,0.0019490411354156354,0.02995753010132352,0.0,3.631152640142665,17.043959950916403,7.70479708165779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.796289057155917,0.0,0.005294117245059844,186.61941157268708,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.003539536215095552,0.041492125187539176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00789781465981954,0.001955221964967698,0.031539384880674266,0.0,4.096251926020417,18.08162926527672,8.743126699579664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.96546366591927,0.0,0.00520198564004751,178.6834900343275,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.013440048030891542,0.0344926070792621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007837974313909573,0.002011506052728385,0.03307054473749455,0.0,4.3024153302270225,17.642978836275187,9.20894698890823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.444950585370457,0.0,0.005102172652407657,171.99250227193548,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0010770926637340104,0.04121929114278451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00787077786093902,0.0019234002097913855,0.03170156535784273,0.0,4.459798174975889,16.73999025499477,9.598206092599991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.793557482536823,0.0,0.005218889218057021,183.08083572033752,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1.0302083333333335e-06,0.0459181264108035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007895677322488104,0.002216172148298104,0.029324941178759684,0.0,4.9102442976168135,16.577675987622253,10.626971915115359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.27358306941778,0.0,0.0049524592258992604,178.17319481305995,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0008153466705477917,0.034986550840791907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007825086262183376,0.0018487165513594687,0.029510506944685096,0.0,3.850344921626999,17.478896704953403,8.105546988795203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.59776730451041,0.0,0.005256335336860385,157.99125910948632,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0034804291329279063,0.03041504905543928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007854463105596522,0.0019853068481090314,0.029101805966388394,0.0,3.764864739813112,18.262776496462724,7.920350777773599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.061325425965183,0.0,0.005169624670564594,147.9273309746446,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.005748429451629375,0.0318792283588108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007950511302091708,0.0020509720132750836,0.026878147459703187,0.0,3.5236584369064556,15.778955332249039,7.4815654816840835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.657363082014133,0.0,0.005183036576491812,196.54613044024464,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.006101250797680323,0.036402144375319634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007922475118182885,0.001926986270339104,0.029989012772904864,0.0,4.0065817155439145,16.7078977661473,8.565699480078694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.337485011600087,0.0,0.00527127488151248,187.5738847383817,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0006366550688300833,0.03774415918173645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008953350405169614,0.002815112323962312,0.024742858568393977,0.0,3.1784762441395915,15.223851759301175,6.760463024950913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.318618234329506,0.0,0.005328864420757,214.8811833412354,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.002245549479808604,0.044656526090765175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007915819894836843,0.0018971590095281457,0.027827777954612096,0.0,4.2222003280224625,17.88058053145644,9.0250063627142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.360653569704606,0.0,0.005295307067018438,178.85852373614873,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0013506578852835937,0.04280143318728669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007945786749332781,0.0019091902465243123,0.030188270489548596,0.0,4.098316138566095,17.70731952948743,8.760429173315286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.11653844290392,0.0,0.0053104320136093544,185.1167787442886,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0012742060304396666,0.03584762894309126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007911380178006905,0.0018569744944789376,0.028148649583229875,0.0,3.7980429984526953,16.864515947343804,8.054541679765663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.479591846633944,0.0,0.005337879131268448,166.36933628591333,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0010553580558122812,0.030861897858595982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00789249584788053,0.001952229103973073,0.028067943070367436,0.0,3.406078726508023,17.08908282478138,7.128935023934845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.764461575116446,0.0,0.005241481007093104,160.75134770625036,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0026804207563076252,0.033761668791874665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00794700837290324,0.0019993014882231978,0.030371506871274864,0.0,3.845224929428127,16.211887832287562,8.198983150808644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.211744290589092,0.0,0.005237262768866729,182.70787178435037,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0030091444287292917,0.04054641244454155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007926336174937093,0.0017506094237242813,0.03031008137031321,0.0,3.957738319504877,17.373864510857445,8.449590457817282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.430818780768906,0.0,0.005451936279793395,186.64761779103912,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.00783707875895127,0.040122986716976373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007922484483806636,0.0020369347492967707,0.028561574587074312,0.0,3.86486871268133,18.043620229060107,8.222518480335408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.764952658587323,0.0,0.005171721069635219,179.6411025173899,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.005572046990240292,0.03764729163039307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007894811597023396,0.0018249654329675624,0.031718179790346405,0.0,4.081785699766744,16.748073250606296,8.759533014812027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.285474543211897,0.0,0.005357459946544188,192.11374551566678,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.010266232043969854,0.0397601992533247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007844587816829427,0.0021331303762628334,0.030565658795959804,0.0,4.558354953308735,18.45027751880177,9.7845547044723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.066796133806267,0.0,0.005012235180896979,172.78620121180018,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0013254857835243126,0.03319044313132782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007956150763116772,0.0021362331647021148,0.03102304819762794,0.0,3.515084136018968,17.277636756246793,7.409347641440914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18094340161202,0.0,0.005121240839647198,165.8418028228962,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0012145782282086874,0.024458200776627897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007922029959664947,0.0019733348015745418,0.029620347918390688,0.0,2.9556669795463946,16.146993890879397,6.142537429339561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77759983415586,0.0,0.005263629102291469,170.54945423337483,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.008411645292666104,0.032292414769587545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007844833036041573,0.002054648758946896,0.03129873047079848,0.0,4.0661115208255545,17.033719430511436,8.680529193009287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.46213505843704,0.0,0.0051044105002513015,168.6480403240475,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0023378718431973228,0.04370439819352037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007898018264187614,0.0021690334511053227,0.0296946645867628,0.0,4.095685618058373,18.24266282229737,8.757873337991457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.256184329480202,0.0,0.005028367491213292,175.38639666301228,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0025473513883770105,0.0351025679959445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007898745544826594,0.0019687698255069584,0.030243335296954863,0.0,3.814382494878221,16.591097550078985,8.17296839502543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.648443470782087,0.0,0.005227629036503198,196.37145505059277,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.004872587902575188,0.03864567499810215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007863549450780792,0.0019923366574077605,0.030577150706228615,0.0,4.1996676683246,16.958368542122166,8.996154484997954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.45348611687685,0.0,0.005179346425533958,177.36246728963172,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.002366497777188146,0.04338481510792996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007873976847650887,0.0020115913544917602,0.029090311794497906,0.0,4.501115354460848,17.792189838418583,9.696282966651127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.548789328248574,0.0,0.005164276528378177,183.58905143502452,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.00327256888097375,0.03287223914804323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008108837673743093,0.002150204365531021,0.027114673111074312,0.0,3.5207407676787157,16.748209832560203,7.4223943416920735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.059601891245183,0.0,0.005255338276639303,167.5056289814352,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.00049722950307925,0.029441461896315562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008342335933746156,0.0020437375489622605,0.025243331806196086,0.0,3.147740006719072,15.345918674293204,6.624439697589793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65009678090047,0.0,0.005580621357788719,173.8703749601458,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0019711233231234477,0.031681881658825246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008043764466303395,0.0019133580997662918,0.02854488967702676,0.0,3.625745364594923,15.617719434944355,7.744318070914552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.645589625786286,0.0,0.005420178708575938,191.27890142046252,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0022775401099912706,0.03687384026961775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007990618179245542,0.0018021302640814582,0.026738564545922033,0.0,3.7980987691915353,14.670118268046267,8.137514571181653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.517247005620643,0.0,0.005466690148121271,204.48532036929979,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0031054141054335208,0.03647998784596266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007964043841212824,0.001962268184084156,0.029330860417263304,0.0,3.970414096615676,15.18189684311407,8.506777678954242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.328732237225143,0.0,0.005281432764119354,190.9235218280319,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0003889753020336042,0.048284877431132835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008045465626846843,0.002269506167279375,0.02990553462956677,0.0,4.278653625343398,17.809906717737714,9.21280791736558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.271025690109145,0.0,0.005057451520265937,178.6008798671444,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.004998383769717625,0.04434590152756034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007861127034190188,0.0020777964150614794,0.030758899678095114,0.0,4.343279116282246,18.023045215633925,9.321624409301197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.38119537214929,0.0,0.0050779615840253435,172.7179488778851,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0008105038690165208,0.034038911761342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008142803857967302,0.002278101943127844,0.028042822607180176,0.0,3.5568159676693263,16.848145036469894,7.567174121138847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.28846277550864,0.0,0.005149987420903282,172.381851272514,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0015588607557704998,0.032451399001461906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007810824190965927,0.0019828028352603644,0.027746109278309644,0.0,3.9642336126836564,17.663158174090956,8.398900252260953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.69949660548872,0.0,0.005151093423832219,143.49140711726122,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.007332781392683885,0.0346770680413272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007859218302687957,0.002229536636176906,0.02939479141367174,0.0,4.425486938655885,16.568812584830276,9.54259693979584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.899769792478075,0.0,0.0049371312260506044,179.60904775814984,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0004467998583004792,0.043324475930870375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007860264512755396,0.002153306345291354,0.029153629181843888,0.0,3.9998887435415362,16.9532647152501,8.57249600774585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.823471686851054,0.0,0.0050097305910685105,179.58489682675892,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.005498302218101989,0.034507376902593694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007869746288784844,0.001991088466155052,0.029277656645688096,0.0,3.942644793497196,17.371495054475762,8.438475801922202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.59639689957655,0.0,0.005178167299500323,186.40004577448858,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.004761298877634052,0.0442720061944079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007876180740199095,0.002041022593630625,0.029088948430701003,0.0,4.234522667317267,18.243089073412275,9.083069456425983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51038814979092,0.0,0.005141541489023406,171.7407197701302,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0034914626623034684,0.043765937474860454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007991293772013271,0.0021521766292167187,0.02868643096299651,0.0,4.022637588357912,18.753158512975617,8.619461256727819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.381271234862883,0.0,0.00513893404062451,183.56350430342263,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.002465858772499052,0.024095377610103844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008514696168025313,0.0020094241867328853,0.022143549600559007,0.0,2.422979181953447,12.326137197470509,5.086902118608641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.354949633190321,0.0,0.005761139913351823,254.3000748338194,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.018918685509202896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008793456127739479,0.0019056771900431459,0.014202877547187125,0.0,1.2839267430803272,9.136653404078476,2.5631965806282584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.863378864184059,0.0,0.006094394676041136,325.10843599096324,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.006630045459083187,0.023425631302435815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008641416476808146,0.0020325094137911563,0.023185197486608456,0.0,2.4954673973717347,12.06243093312868,5.290017746521625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68837216598093,0.0,0.005797762294428021,261.40237521471875,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0036394806601654996,0.03583390203693982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008098848791833937,0.002050972892030469,0.03020822637182301,0.0,3.682167895125964,13.898536811047258,7.907748225743901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.824047753735355,0.0,0.00526883992549124,204.24695719892804,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,9.616738000125e-06,0.027917874640598302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008485155151165135,0.002007965279031365,0.018987469822514553,0.0,2.417557300007507,11.72794443536741,5.104758750888961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.416888959925869,0.0,0.005640855877655636,280.2305494530326,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0027226477935047397,0.03876169823271176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008007183513190437,0.0017767071022614272,0.026517774578841826,0.0,3.8697545633083856,14.856330427881518,8.308411152771837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.099028657421204,0.0,0.005443139773794156,194.79093079905525,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.006577021469531875,0.040778262452846346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007982011858262042,0.0019813433478373436,0.030919834355634394,0.0,3.9596119210113563,17.032018248899337,8.472723751945278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.647295123259326,0.0,0.005212524198784812,185.36301594384977,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0041969984453655,0.027988869835656936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007907842864049103,0.0017870881928760624,0.028332548421010257,0.0,3.2909147680791957,15.690211298568963,6.933290982654607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.329068770011414,0.0,0.005350403443392604,172.79128794961585,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.0008156368638284063,0.029727468876334606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007917540383319323,0.0018225341925677812,0.030526847093597667,0.0,3.574466212778736,16.840063431900045,7.558366082470048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.391322782381906,0.0,0.005340815205225302,152.7271406248682,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.004453467822600666,0.038036096079153064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007944921011181938,0.001784210072604219,0.030252781809457407,0.0,4.627228150570449,14.578625014096346,10.052990476233656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.806789208212013,0.0,0.0053878247540987195,180.79605667753606,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0019897655726838124,0.04041561084139527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007943882902009593,0.0019242616048508229,0.030145537498692813,0.0,4.016135673015239,16.233204560459992,8.624067862162773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.579244820337433,0.0,0.0052355842217333545,181.25438367564865,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0015048399670651875,0.036455765635607346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008061001381643614,0.0015879637812159064,0.02600258946108833,0.0,2.941154200436902,14.507054544740505,6.248089412561487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.732898058772284,0.0,0.005672243945735292,239.91274476025467,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.006477449886846323,0.030291165528696862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008088544370538459,0.0016123812659171353,0.024571966441415728,0.0,3.1947114635225713,12.762614332918503,6.836206898293991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.639792644902037,0.0,0.0056754776469423234,232.303224769812,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
